person	id	label_affiliation
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1855instance	1.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id60instance	12.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id37instance	14.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2078instance	16.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1868instance	25.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id32instance	29.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1989instance	34.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1876instance	37.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2151instance	48.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1970instance	50.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2080instance	54.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2043instance	60.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id64instance	65.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id82instance	66.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id31instance	86.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1851instance	89.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2131instance	97.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2119instance	109.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2094instance	111.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id4instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2077instance	112.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id35instance	114.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2136instance	120.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id41instance	122.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id79instance	126.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id81instance	127.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id65instance	129.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id57instance	132.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id13instance	136.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id42instance	138.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2145instance	139.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1860instance	149.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id48instance	154.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2096instance	160.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id4instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2121instance	164.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2118instance	170.0	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
