proxy	id	label_cateogory
http://purl.org/collections/nl/am/proxy-44707	4.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-52876	6.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-62057	35.0	http://purl.org/collections/nl/am/t-22505
http://purl.org/collections/nl/am/proxy-38136	37.0	http://purl.org/collections/nl/am/t-22506
http://purl.org/collections/nl/am/proxy-45712	39.0	http://purl.org/collections/nl/am/t-14592
http://purl.org/collections/nl/am/proxy-30335	40.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-59851	42.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-55951	51.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-72424	55.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-2840	60.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-59889	69.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-63844	78.0	http://purl.org/collections/nl/am/t-15606
http://purl.org/collections/nl/am/proxy-50523	82.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-72015	94.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-45822	107.0	http://purl.org/collections/nl/am/t-14592
http://purl.org/collections/nl/am/proxy-65252	111.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-72714	123.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-49209	134.0	http://purl.org/collections/nl/am/t-22504
http://purl.org/collections/nl/am/proxy-12723	135.0	http://purl.org/collections/nl/am/t-22507
http://purl.org/collections/nl/am/proxy-52815	136.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-9086	137.0	http://purl.org/collections/nl/am/t-15606
http://purl.org/collections/nl/am/proxy-16673	141.0	http://purl.org/collections/nl/am/t-15459
http://purl.org/collections/nl/am/proxy-52321	148.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-11339	151.0	http://purl.org/collections/nl/am/t-15459
http://purl.org/collections/nl/am/proxy-7779	154.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-12333	156.0	http://purl.org/collections/nl/am/t-15606
http://purl.org/collections/nl/am/proxy-62512	157.0	http://purl.org/collections/nl/am/t-22505
